6,2011-01-10 14:32:42,-9.14494,38.73639,0
6,2011-01-10 14:32:52,-9.14487,38.73645,0
6,2011-01-10 14:33:02,-9.14464,38.73647,0
6,2011-01-10 14:33:13,-9.14401,38.73641,0
6,2011-01-10 14:33:24,-9.14380,38.73624,0
6,2011-01-10 14:33:34,-9.14369,38.73626,0
6,2011-01-10 14:33:44,-9.14360,38.73629,0
6,2011-01-10 14:33:54,-9.14344,38.73632,0
6,2011-01-10 14:34:04,-9.14341,38.73633,0
6,2011-01-10 14:34:14,-9.14335,38.73633,0
6,2011-01-10 14:34:24,-9.14324,38.73630,0
6,2011-01-10 14:34:34,-9.14308,38.73632,0
6,2011-01-10 14:34:44,-9.14289,38.73634,0
6,2011-01-10 14:34:54,-9.14275,38.73639,0
6,2011-01-10 14:35:04,-9.14277,38.73639,0
6,2011-01-10 14:35:14,-9.14264,38.73640,0
6,2011-01-10 14:35:24,-9.14247,38.73642,0
6,2011-01-10 14:35:34,-9.14228,38.73641,0
6,2011-01-10 14:35:44,-9.14211,38.73637,0
6,2011-01-10 14:35:54,-9.14194,38.73635,0
6,2011-01-10 14:36:04,-9.14187,38.73644,0
6,2011-01-10 14:36:14,-9.14178,38.73654,0
6,2011-01-10 14:36:24,-9.14159,38.73665,0
6,2011-01-10 14:36:34,-9.14142,38.73676,0
6,2011-01-10 14:36:44,-9.14126,38.73679,0
6,2011-01-10 14:36:54,-9.14109,38.73680,0
6,2011-01-10 14:37:04,-9.14084,38.73653,0
6,2011-01-10 14:37:14,-9.14082,38.73649,0
6,2011-01-10 14:37:24,-9.14077,38.73652,0
6,2011-01-10 14:37:34,-9.14076,38.73651,0
6,2011-01-10 14:37:44,-9.14078,38.73654,0
8,2014-11-13 19:36:12,-8.82154,39.73428,1
8,2014-11-13 19:36:13,-8.82161,39.73427,1
8,2014-11-13 19:36:14,-8.82167,39.73432,1
8,2014-11-13 19:36:15,-8.82175,39.73438,1
8,2014-11-13 19:36:16,-8.82164,39.73432,1
8,2014-11-13 19:36:17,-8.82171,39.73434,1
8,2014-11-13 19:36:18,-8.82168,39.73428,1
8,2014-11-13 19:36:19,-8.82174,39.73429,1
8,2014-11-13 19:36:20,-8.82170,39.73427,1
8,2014-11-13 19:36:21,-8.82172,39.73428,1
8,2014-11-13 19:36:22,-8.82175,39.73429,1
8,2014-11-13 19:36:25,-8.82176,39.73427,1
8,2014-11-13 19:36:26,-8.82178,39.73426,1
8,2014-11-13 19:36:27,-8.82179,39.73425,1
8,2014-11-13 19:36:28,-8.82180,39.73424,1
8,2014-11-13 19:36:30,-8.82180,39.73422,1
8,2014-11-13 19:36:31,-8.82180,39.73421,1
8,2014-11-13 19:36:32,-8.82181,39.73419,1
8,2014-11-13 19:36:33,-8.82181,39.73418,1
8,2014-11-13 19:36:34,-8.82182,39.73417,1
8,2014-11-13 19:36:35,-8.82182,39.73416,1
8,2014-11-13 19:36:36,-8.82183,39.73415,1
8,2014-11-13 19:36:37,-8.82184,39.73414,1
8,2014-11-13 19:36:38,-8.82186,39.73414,1
8,2014-11-13 19:36:39,-8.82188,39.73414,1
8,2014-11-13 19:36:40,-8.82189,39.73413,1
8,2014-11-13 19:36:41,-8.82191,39.73413,1
8,2014-11-13 19:36:42,-8.82193,39.73413,1
8,2014-11-13 19:36:43,-8.82195,39.73413,1
8,2014-11-13 19:36:44,-8.82197,39.73413,1
8,2014-11-13 19:36:45,-8.82198,39.73414,1
8,2014-11-13 19:36:46,-8.82200,39.73414,1
8,2014-11-13 19:36:48,-8.82201,39.73416,1
8,2014-11-13 19:36:49,-8.82201,39.73418,1
8,2014-11-13 19:36:50,-8.82202,39.73418,1
8,2014-11-13 19:36:52,-8.82203,39.73419,1
8,2014-11-13 19:36:54,-8.82205,39.73418,1
8,2014-11-13 19:36:57,-8.82206,39.73419,1
8,2014-11-13 19:37:00,-8.82207,39.73421,1
8,2014-11-13 19:37:01,-8.82207,39.73423,1
8,2014-11-13 19:37:02,-8.82207,39.73424,1
8,2014-11-13 19:37:03,-8.82207,39.73425,1
8,2014-11-13 19:37:04,-8.82207,39.73426,1
