veloc_avg
0.0666666666666667
0.1
0.103333333333333
0.13
0.13125
0.1425
0.143333333333333
0.154
0.168333333333333
0.1975
0.2
0.233333333333333
0.233333333333333
0.2375
0.24
0.248888888888889
0.25
0.253333333333333
0.26
0.275
0.275
0.28
0.28
0.283333333333333
0.293333333333333
0.309090909090909
0.313333333333333
0.313333333333333
0.325
0.33
0.35
0.356666666666667
0.372857142857143
0.376666666666667
0.385714285714286
0.39
0.413333333333333
0.416666666666667
0.426666666666667
0.442
0.4675
0.51
0.516666666666667
0.523333333333333
0.538571428571429
0.54
0.56
0.608571428571429
0.68
0.745
0.783333333333333
0.855
0.858888888888889
0.865555555555555
0.866666666666667
0.946666666666667
0.96
1.28333333333333
1.34333333333333
1.414
1.4475
1.465
1.5
1.586
1.83666666666667
2.25333333333333
3.07333333333333
3.435
