veloc_avg
0.32
0.465555555555556
0.511818181818182
0.6
0.76375
0.77
0.808
0.845
0.845
0.996666666666667
0.998
1
1.0225
1.02428571428571
1.07444444444444
1.118
1.15625
1.158
1.174
1.19428571428571
1.23111111111111
1.26333333333333
1.29375
1.34428571428571
1.36333333333333
1.49
1.5
1.50125
1.55
